音乐欣赏,#genre#
泳衣 Ⅰ 酒醉以后,http://listen.9sing.cn///2017/%E8%BD%A6%E8%BD%BD%E8%A7%86%E9%A2%91/DJ%E8%88%9E%E6%9B%B2%E8%A7%86%E9%A2%91/2017/2017-09/2017-09-11/Avi_%E8%BD%A6%E8%BD%BDMV%E9%AB%98%E6%B8%85%E6%B3%B3%E8%A3%85%E6%B3%A2%E6%B6%9B%E8%83%B8%E6%B6%8C%E3%80%90%E9%85%92%E9%86%89%E4%BB%A5%E5%90%8E%E3%80%91%E6%80%A7%E6%84%9F%E5%A4%A7%E7%BE%8E%E5%A6%9E%E5%86%99%E7%9C%9F%E8%A7%86%E9%A2%91DJ%E8%88%9E%E6%9B%B2.mp4
泳衣 Ⅰ 好听小串烧,http://listen.9sing.cn///2017/%E8%BD%A6%E8%BD%BD%E8%A7%86%E9%A2%91/DJ%E8%88%9E%E6%9B%B2%E8%A7%86%E9%A2%91/2017/2017-09/2017-09-11/Avi_%E8%BD%A6%E8%BD%BDMV%E9%AB%98%E6%B8%85%E7%BE%8E%E5%A5%B3%E6%80%A7%E6%84%9F%E5%86%99%E7%9C%9F%E3%80%90%E5%A5%BD%E5%90%AC%E5%B0%8F%E4%B8%B2%E7%83%A7%E3%80%91%E4%B8%AD%E6%96%87DJ%E8%A7%86%E9%A2%91%E6%85%A2%E6%91%87%E4%BC%A4%E6%84%9F%E8%88%9E%E6%9B%B2.mp4
泳衣 Ⅰ 你是我的男神,http://listen.9sing.cn///2017/%E8%BD%A6%E8%BD%BD%E8%A7%86%E9%A2%91/DJ%E8%88%9E%E6%9B%B2%E8%A7%86%E9%A2%91/2017/2017-09/2017-09-11/Avi_%E8%BD%A6%E8%BD%BD%E4%B8%93%E7%94%A8MV%E8%A7%86%E9%A2%91%E6%80%A7%E6%84%9F%E7%BE%8E%E5%A5%B3_%E5%95%A4%E9%85%92%E7%82%B8%E9%B8%A1%E3%80%8A%E4%BD%A0%E6%98%AF%E6%88%91%E7%9A%84%E7%94%B7%E7%A5%9E_%E5%91%A8%E8%89%B3%E6%B3%93%E3%80%8BHD%E9%AB%98%E6%B8%85MV%E4%B8%AD%E6%96%87DJ%E8%88%9E%E6%9B%B2.mp4
泳衣 Ⅰ 情歌唱给自己听,http://listen.9sing.cn///2017/%E8%BD%A6%E8%BD%BD%E8%A7%86%E9%A2%91/DJ%E8%88%9E%E6%9B%B2%E8%A7%86%E9%A2%91/2017/2017-09/2017-09-11/Avi_%E6%B3%B3%E8%A3%85%E7%BE%8E%E5%A5%B3%E6%B2%99%E6%BB%A9%E5%86%99%E7%9C%9F_%E8%AE%B8%E4%BD%B3%E6%85%A7%20-%20%E6%83%85%E6%AD%8C%E5%94%B1%E7%BB%99%E8%87%AA%E5%B7%B1%E5%90%ACDJ%E8%A7%86%E9%A2%91%E8%88%9E%E6%9B%B2_%E8%BD%A6%E8%BD%BDMV%E8%A7%86%E9%A2%91.mp4
泳衣 Ⅰ 最爱的女孩,http://listen.9sing.cn///2017/%E8%BD%A6%E8%BD%BD%E8%A7%86%E9%A2%91/DJ%E8%88%9E%E6%9B%B2%E8%A7%86%E9%A2%91/2017/2017-09/2017-09-11/Avi_%E7%BE%8E%E5%A5%B3%E8%84%B1%E5%8E%BB%E6%89%80%E6%9C%89%E8%A3%A4%E5%AD%90_%E5%88%98%E9%A9%BF%E9%98%B3%20-%20%E6%9C%80%E7%88%B1%E7%9A%84%E5%A5%B3%E5%AD%A9%20DjSe7en.mp4
泳衣 Ⅰ 爱是辣舞,http://listen.9sing.cn///2017/%E8%BD%A6%E8%BD%BD%E8%A7%86%E9%A2%91/DJ%E8%88%9E%E6%9B%B2%E8%A7%86%E9%A2%91/2017/2017-09/2017-09-11/Avi_%E7%BE%8E%E5%A5%B3%E8%84%B1%E8%BA%AB%E8%A7%86%E9%A2%91%E9%AB%98%E6%B8%85MV_%E8%B4%BE%E5%A9%B7%E5%A9%B7_%E7%88%B1%E6%98%AF%E8%BE%A3%E8%88%9E_%E8%BD%A6%E8%BD%BDMV%E8%A7%86%E9%A2%91.mp4
泳衣 Ⅰ 谁说梅花没眼泪,http://listen.9sing.cn///2017/%E8%BD%A6%E8%BD%BD%E8%A7%86%E9%A2%91/DJ%E8%88%9E%E6%9B%B2%E8%A7%86%E9%A2%91/2017/2017-09/2017-09-11/Avi_%E6%80%A7%E6%84%9F%E7%BE%8E%E5%A5%B3%E4%B8%89%E7%82%B9%E5%BC%8FDJ%E8%A7%86%E9%A2%91%E5%BC%A0%E6%B4%A5%E6%B6%A4-%E9%99%88%E7%91%9E-%E8%B0%81%E8%AF%B4%E6%A2%85%E8%8A%B1%E6%B2%A1%E6%9C%89%E6%B3%AA_%E8%BD%A6%E8%BD%BDMV%E8%A7%86%E9%A2%91.mp4
泳衣 Ⅰ 游牧情歌,http://listen.9sing.cn///2017/%E8%BD%A6%E8%BD%BD%E8%A7%86%E9%A2%91/DJ%E8%88%9E%E6%9B%B2%E8%A7%86%E9%A2%91/2017/2017-09/2017-09-11/Avi_%E6%80%A7%E6%84%9F%E7%BE%8E%E5%A5%B3%E5%86%99%E7%9C%9FDJ%E8%A7%86%E9%A2%91_%E5%B8%AEmm%E8%A7%A3%E8%84%B1%E7%9D%A1%E8%A1%A3_%E6%B8%B8%E7%89%A7%E6%83%85%E6%AD%8C_%E8%BD%A6%E8%BD%BDMV%E8%A7%86%E9%A2%91.mp4
泳衣 Ⅰ 我的小女人,http://listen.9sing.cn///2017/%E8%BD%A6%E8%BD%BD%E8%A7%86%E9%A2%91/DJ%E8%88%9E%E6%9B%B2%E8%A7%86%E9%A2%91/2017/2017-09/2017-09-11/Avi_%E6%80%A7%E6%84%9F%E7%BE%8E%E5%A5%B3%E5%86%99%E7%9C%9F%E8%A7%86%E9%A2%91%E3%80%90%E6%88%91%E7%9A%84%E5%B0%8F%E5%A5%B3%E4%BA%BA%E3%80%91%E8%B6%8A%E9%BC%93DJ%E8%A7%86%E9%A2%91_%E8%BD%A6%E8%BD%BDMV%E8%A7%86%E9%A2%91.mp4
泳衣 Ⅰ 不守妇道,http://listen.9sing.cn///2017/%E8%BD%A6%E8%BD%BD%E8%A7%86%E9%A2%91/DJ%E8%88%9E%E6%9B%B2%E8%A7%86%E9%A2%91/2017/2017-09/2017-09-11/Avi_%E6%A8%A1%E7%89%B9%E5%A4%A7%E8%B5%9B%E6%B3%B3%E8%A3%85%E7%A7%80%E9%98%B4%E6%B2%9F_%E6%9D%A8%E9%9D%92-%E4%B8%8D%E5%AE%88%E5%A6%87%E9%81%93DJMTV%E6%AD%8C%E6%9B%B2_%E8%BD%A6%E8%BD%BDMV%E8%A7%86%E9%A2%91.mp4
泳衣 Ⅰ 就让爱见鬼去吧,http://listen.9sing.cn///2017/%E8%BD%A6%E8%BD%BD%E8%A7%86%E9%A2%91/DJ%E8%88%9E%E6%9B%B2%E8%A7%86%E9%A2%91/2017/2017-09/2017-09-11/Avi_%E6%B3%B3%E8%A3%85%E7%A7%80DJ%E8%A7%86%E9%A2%91%E8%88%9E%E6%9B%B2_%E9%87%91%E4%B9%85%E5%93%B2-%E5%B0%B1%E8%AE%A9%E7%88%B1%E8%A7%81%E9%AC%BC%E5%8E%BB%E5%90%A7-DJ%E4%BD%95%E9%B9%8F.mp4
泳衣 Ⅰ 最后的表白,http://listen.9sing.cn///2017/%E8%BD%A6%E8%BD%BD%E8%A7%86%E9%A2%91/DJ%E8%88%9E%E6%9B%B2%E8%A7%86%E9%A2%91/2017/2017-09/2017-09-11/Avi_%E6%B3%B3%E8%A3%85%E7%BE%8E%E5%A5%B3%E5%86%99%E7%9C%9FDJ%E8%A7%86%E9%A2%91_%E5%B0%8F%E5%B1%B1%20-%20%E6%9C%80%E5%90%8E%E7%9A%84%E8%A1%A8%E7%99%BD%20Dj%E9%98%BF%E8%BF%9C.mp4
泳衣 Ⅰ 大叔很跩,http://listen.9sing.cn///2017/%E8%BD%A6%E8%BD%BD%E8%A7%86%E9%A2%91/DJ%E8%88%9E%E6%9B%B2%E8%A7%86%E9%A2%91/2017/2017-09/2017-09-11/Avi_%E6%80%A7%E6%84%9F%E6%B3%B3%E8%A3%85%E5%A5%B3%E7%94%9F_%E5%8F%B8%E5%BE%92%E5%85%B0%E8%8A%B3-%E5%A4%A7%E5%8F%94%E5%BE%88%E8%B7%A9DJMV%E8%A7%86%E9%A2%91_%E8%BD%A6%E8%BD%BDMV%E8%A7%86%E9%A2%91.mp4
泳衣 Ⅰ 中英串烧,http://listen.9sing.cn/%2F2017%2F%E8%BD%A6%E8%BD%BD%E8%A7%86%E9%A2%91%2FDJ%E8%88%9E%E6%9B%B2%E8%A7%86%E9%A2%91%2F2017%2F2017-06%2F2017-06-29%2FAvi_%E8%BD%A6%E8%BD%BDMV%E6%80%A7%E6%84%9F%E7%BE%8E%E5%A5%B3%E8%AF%B1%E6%83%91%E5%86%99%E7%9C%9F%E4%B8%AD%E8%8B%B1RnB%E6%85%A2%E6%91%87%E4%B8%B2%E7%83%A7%E9%AB%98%E6%B8%85DJ%E8%A7%86%E9%A2%91.mp4
泳衣 Ⅰ 天涯处处是芳草,http://listen.9sing.cn///2017/%E8%BD%A6%E8%BD%BD%E8%A7%86%E9%A2%91/DJ%E8%88%9E%E6%9B%B2%E8%A7%86%E9%A2%91/2017/2017-06/2017-06-28/Avi_%E8%BD%A6%E8%BD%BDMV%20%E9%AB%98%E6%B8%85%E7%BE%8E%E5%A5%B3%E5%86%99%E7%9C%9F%E4%B8%AD%E6%96%87DJ%E8%A7%86%E9%A2%91%E3%80%90%E5%A4%A9%E6%B6%AF%E5%A4%84%E5%A4%84%E6%98%AF%E8%8A%B3%E8%8D%89%E3%80%91MV%E6%80%A7%E6%84%9F%E7%81%AB%E8%BE%A3%E7%A7%92%E6%9D%80%E5%AE%85%E7%94%B7.mp4
泳衣 Ⅰ 心痛2015,http://listen.9sing.cn///2013/%E8%BD%A6%E8%BD%BD%E8%A7%86%E9%A2%91/DJ%E8%88%9E%E6%9B%B2%E8%A7%86%E9%A2%91/2015/2015-11/2015-11-06/Mp4_%E6%80%A7%E6%84%9F%E7%BE%8E%E5%A5%B3%E6%B1%BD%E8%BD%A6%E6%A8%A1%E7%89%B9%E3%80%90%E5%BF%83%E7%97%9B2015%E3%80%91%E4%B8%AD%E6%96%87DJ%E8%A7%86%E9%A2%91_%E8%BD%A6%E8%BD%BDMV%E8%A7%86%E9%A2%91.mp4
泰国 Ⅰ 郊狼扭屁车展,https://nsub2.90pan.net/filestores/2019/11/25/bf0a6f5cdf76e4d86c9a2eecfc79aa00.mp4
泰国 Ⅰ 妖艳比基尼美,https://nsub2.90pan.net/filestores/2019/11/26/45da69688fb20b6380ec29631d156f74.mp4
泰国 Ⅰ 泰国性感美眉,https://nsub2.90pan.net/filestores/2019/11/25/30f2203d0493c967cb232647bbd94f25.mp4
泰国 Ⅰ 泰国诱惑美女,https://nsub2.90pan.net/filestores/2019/11/25/4c973b57662fcb6c3844ae352fd1334c.mp4
泰国 Ⅰ 迷你入心宝贝,https://nsub2.90pan.net/filestores/2019/11/26/b9c992cccff8b7d6ec9c5a04d4519b0c.mp4
夜店 Ⅰ 冬季妖娆派对,https://nsub2.90pan.net/filestores/2019/11/26/f87a0e31cc75e1052feafe20c290a7fb.mp4
舞蹈 Ⅰ 褪色洗牌舞蹈,https://nsub2.90pan.net/filestores/2019/11/27/d8389ac28d135e5580ad45e90bc9a8ca.mp4
夜店 Ⅰ 比基尼派对,https://f0.mc.0sm.com/node0/2019/11/85DDD16C3D41B943-bd44fc0dc21fe56d.mp4
夜店 Ⅰ 狗仔队派对,https://nsub2.90pan.net/filestores/2019/11/25/5889db408af2d3902fe352c511f60ff5.mp4
夜店 Ⅰ 咖啡俱乐部,https://nsub2.90pan.net/filestores/2019/11/25/def44d9204dbc5cd2abf7fae985d1637.mp4
夜店 Ⅰ 尬舞俱乐部,https://nsub2.90pan.net/filestores/2019/11/25/bcd3efcd79fc4a5f01b5414e7807e27c.mp4
夜店 Ⅰ 莫斯科之夜,https://nsub2.90pan.net/filestores/2019/11/25/f337f98cb46dd34a75543a5c659a2785.mp4
夜店 Ⅰ 马格尼斯俱乐部,https://nsub2.90pan.net/filestores/2019/11/25/4b064fafe23624db0bd33c54b07296f3.mp4
夜店 Ⅰ 梦伊比沙岛派对,https://nsub2.90pan.net/filestores/2019/11/26/4b5c9110754f13b410f233683c42b03a.mp4
舞曲 Ⅰ 回复说再见,https://nsub2.90pan.net/filestores/2019/11/25/54afa7c316f41cbde6f3005097baad27.mp4
电音 Ⅰ 美丽的人说,https://nsub2.90pan.net/filestores/2019/11/26/0b9cdac4978486de9b953205a8441241.mp4
舞曲 Ⅰ 独立自由生活,https://nsub2.90pan.net/filestores/2019/11/25/45b96f3a73c724ff678de52c3a2617c3.mp4
舞曲 Ⅰ 点火欧洲舞蹈,https://nsub2.90pan.net/filestores/2019/11/25/2e1cd5d04d822677a0c54828221a352a.mp4
K频道,p8p://0198.02686.cc:16871/5d25b7e5000ad9f60a2fc2f2dffda85a.ts
HAPPY,p2p://51.79.41.138:18912/5c18f8fe000ca53ec074293d6d01287b.ts.ts
拉风台,p8p://0198.02686.cc:16871/5d25b7e6000300ff0a2fc4d86a4b3abf.ts
香蕉台,p2p://51.79.41.138:18912/5c18f9090004f8a0c07452412e4e369f.ts.ts
惊艳台,p2p://51.79.41.138:18912/5c18f9100006a3e2c0746e0708a009f7.ts.ts
红粉1台,p8p://0198.02686.cc:16871/5d25b7e900054d910a2fd126812250f8.ts
红粉2台,p8p://0198.02686.cc:16871/5d25b7e40009b23e0a2fbebea59aef80.ts
彩虹e台,p2p://51.79.41.138:18912/5c18f8ef000d41c9c073eec574332890.ts.ts
彩虹k台,p2p://51.79.41.138:18912/5c18f8f300074bdfc073fcde6e553705.ts.ts
松视1台,p2p://51.79.41.138:18912/5c18f8fb00064883c0741bdf109f114a.ts.ts
松视2台,p2p://51.79.41.138:18912/5c18f8f7000d865dc0740e1426765941.ts.ts
松视3台,p2p://51.79.41.138:18912/5c18f9020004cea3c07436da29307240.ts.ts
HOT星颜,p2p://51.79.41.138:18912/5c18f8e80001d046c073d07f7ee742c9.ts.ts
彩虹电影,p2p://51.79.41.138:18912/5c18f8eb000ca180c073df055bc26b76.ts.ts
潘多拉台,p8p://0198.02686.cc:16871/5d25b7e50001d4fd0a2fc0a3e867b01c.ts
潘多拉粉红,p2p://51.79.41.138:18912/5c18f90c000e8229c074606a15084f35.ts.ts
潘多拉完美,p2p://51.79.41.138:18912/5c18f905000c08fbc07444661e2e685e.ts.ts
青春乐园台,p8p://0198.02686.cc:16871/5d25b7e6000a7b120a2fc6c21324f51c.ts
