央视频道,#genre#
中天新聞,p8p://0198.02686.cc:16871/5d1a69b000057f8711bdce095e527c76.ts
民視新聞,p8p://0198.02686.cc:16871/5d1a69c50008f95211be20f5ac2747e5.ts
東森財經新聞,p8p://0198.02686.cc:16871/5d1a69c300063ae211be1871800a9ae8.ts
非凡新聞,p8p://0198.02686.cc:16871/5d1a69d500091c6b11be5f7e1276fa82.ts
衛視電影臺,p8p://0198.02686.cc:16871/5d1a69d0000743f711be4b7d2b320c30.ts
東森電影,p8p://0198.02686.cc:16871/5d1a69af0009735f11bdcb2402d2abda.ts
FOX_SPORTS,p8p://0198.02686.cc:16871/5d1a69a30008cd8811bd9c1ad6dfa2ad.ts
Z頻道,p8p://0198.02686.cc:16871/5d1a69ac000bbbd711bdc002921c2017.ts 
寰宇財經臺,p8p://0198.02686.cc:16871/5d1a69bb00034ddd11bdf8710f58e2f3.ts
新視覺,p8p://0198.02686.cc:16871/5d1a69dc0002242811be790dbf0a1a04.ts
fyi,p8p://0198.02686.cc:16871/5d1a69a60004767211bda6b5be685208.ts
亞洲旅遊臺,p8p://0198.02686.cc:16871/5d1a69b100010db711bdd0ce73edfa51.ts
Star_World_衛視閤家歡,p8p://0198.02686.cc:16871/5d1a69aa0008eaab11bdb77907881e7a.ts
SMART頻道,p8p://0198.02686.cc:16871/5d1a69a9000d171211bdb4a3d225e7dd.ts
靖天電影臺,p8p://0198.02686.cc:16871/5d1a69d4000d791711be5cb4cbc75c73.ts
美食星球頻道,p8p://0198.02686.cc:16871/5d1a69cf0001415211be460bf6630f93.ts
壹電視資訊綜合臺,p8p://0198.02686.cc:16871/5d1a69b70007631411bde9dd9eaae997.ts
大愛二臺,p8p://0198.02686.cc:16871/5d1a69b8000386b311bdecc8d9c8c96a.ts
EYE_TV戲劇臺,p8p://0198.02686.cc:16871/5d1a69a2000ca28211bd992d29a29542.ts
鴻基影劇臺,p8p://0198.02686.cc:16871/5d1a69d700008c5a11be651dc2bd3d52.ts
tvNP7p,p8p://0198.02686.cc:16871/5d1a69ac0001052011bdbd440481f777.ts
FXP7p,p8p://0198.02686.cc:16871/5d1a69a50009208511bda3ff8356848f.ts
Golf_Plus_(博斯高球二臺)P7p,p8p://0198.02686.cc:16871/5d1a69a6000ef72511bda96629eb9aa4.ts
歷史頻道P7p,p8p://0198.02686.cc:16871/5d1a69c40001cae711be1b366a85c718.ts
第一財經P7p,p8p://0198.02686.cc:16871/5d1a69df000139dd11be8489e1d7a141.ts
有线603,https://pull.scphsd.com/live/9181871a175444c7a592287e86b4ebd3.flv
有线18台,https://pull.scphsd.com/live/6f1541b407654a068ded3c7794c47398.flv
东森超视,https://pull.scphsd.com/live/137f24c3c6f646daad3f5a45b0447c8f.flv
东森洋片,https://pull.scphsd.com/live/4a3f6ac1316b4df995a32ad37aa9588c.flv
东森幼幼,https://pull.scphsd.com/live/d14f50b04507494a837320ef01b33ec9.flv
东森电影,https://pull.scphsd.com/live/22862241f3a44aaba0df79698197d874.flv
东森戏剧,https://pull.scphsd.com/live/3d1165b9155a4f2d9d562702e1737e19.flv
东森综合,https://pull.scphsd.com/live/09f5ee71140944a68f13567d7bf94829.flv
龙祥时代电影,https://pull.scphsd.com/live/e5acc863380048de8244d21a93cfad5e.flv
八大综合,https://pull.scphsd.com/live/19fd5c1c0eba43b7ab1c9b81533d3689.flv
八大娱乐,https://pull.scphsd.com/live/234c90178c5942eea1ef9ae181952ea5.flv
海豚综合,https://pull.scphsd.com/live/30d796c2651a46e497feb0d727065aec.flv
新视觉,https://pull.scphsd.com/live/60877697787148cc84f8bbc18759cc73.flv
求索纪实,https://pull.scphsd.com/live/0149a9490ecc4d9992afecab7985395e.flv
大爱一台HD,http://iptv.52qdg.com/iptv.php?id=tw&pamid=001
大爱二台HD,http://iptv.52qdg.com/iptv.php?id=tw&pamid=002
东森新闻,http://iptv.52qdg.com/iptv.php?id=tw&pamid=003
中天新闻台,http://iptv.52qdg.com/iptv.php?id=tw&pamid=004
中天综合台,http://iptv.52qdg.com/iptv.php?id=tw&pamid=005
中天娱乐台,http://iptv.52qdg.com/iptv.php?id=tw&pamid=006
東森超視,p2p://190.2.146.92:18912/5c72487c000667911d52abe7044c2b21.ts
三立台湾,p2p://190.2.146.92:18912/5c72486a000b11721d5266cf1bf84bce.ts
TVBS?精彩台,p2p://190.2.146.92:18912/5bdbf3b20000e966d2177540400d0818.ts
中天新聞 ,p2p://190.2.146.92:18912/5c7249b6000641f71d5776673c1d2f63.ts
民視 ,p2p://190.2.146.92:18912/5c72483f0003db4b1d51bcf349367c26.ts
華視 ,p2p://190.2.146.92:18912/5c2dd7470006324111f874bf40a40dd0.ts#p2p://190.2.146.92:18912/5b140968000d4f3517d25cf83e1e0c9f.ts#p2p://190.2.146.92:18912/5c72484f000e498b1d51fe2201d92dd3.ts
中視 ,p2p://190.2.146.92:18912/5c72484b000b1d091d51edb7087b7686.ts
TVBS新聞 ,p2p://190.2.146.92:18912/5c7249c2000e510f1d57a75a30592ee2.ts
非凡新聞 ,p2p://190.2.146.92:18912/5c7249cb000744bc1d57c8bd53377361.ts
衛視電影 ,p2p://190.2.146.92:18912/5c7249cf00095b611d57d8da587f1c48.ts
東森新聞 ,p2p://190.2.146.92:18912/5c7248a0000383701d5337cb153b4b51.ts
三立新聞 ,p2p://190.2.146.92:18912/5c7249be000b87931d5796ff51e62b02.ts
中天亞洲 ,p2p://190.2.146.92:18912/5c724839000d2f361d51a7e41eb00016.ts
亞洲旅遊 ,p2p://190.2.146.92:18912/5c724854000188081d520e6e279b2446.ts
美亞電影 ,p2p://190.2.146.92:18912/5c724a0e000442831d58cdaa6a2c5c52.ts
東森幼幼 ,p2p://190.2.146.92:18912/5c724866000564111d5255b84de26a1c.ts
東森電影 ,p2p://190.2.146.92:18912/5c7249d3000cb8ea1d57e9650d7148b7.ts
東森戲劇 ,p2p://190.2.146.92:18912/5c724882000704081d52c386798d4d25.ts
緯來電影 ,p2p://190.2.146.92:18912/5c7249d80003096d1d57fa6c33601be9.ts
緯來戲劇 ,p2p://190.2.146.92:18912/5c72488e000bae061d52f38e705751dd.ts
HBO HD ,p2p://190.2.146.92:18912/5c7249dd000ca2101d58106551ff3ed4.ts
國家地理野生 ,p2p://190.2.146.92:18912/5c7249fb000db88c1d5885e333974925.ts
星衛娛樂 ,p2p://190.2.146.92:18912/5c724a0a000180991d58bd4f6e533ad5.ts
星衛電影 ,p2p://190.2.146.92:18912/5c724a05000626a61d58aaff0c3f3175.ts
好萊塢電影 ,p2p://190.2.146.92:18912/5c7249e2000125281d5820ff23a165d1.ts
MOMO親子 ,p2p://190.2.146.92:18912/5c7248620002c4fd1d52456c75ed6b55.ts
迪士尼卡通 ,p2p://190.2.146.92:18912/5c72485c0008852e1d522f7314a34325.ts
八大戲劇 ,p2p://190.2.146.92:18912/5c72488600080edc1d52d364104615a0.ts
大愛 ,p2p://190.2.146.92:18912/5c7248470009cd451d51ddb92c7476f0.ts
JET綜合 ,p2p://190.2.146.92:18912/5c724892000e3e1c1d5303da4a3c6c26.ts
霹靂台灣 ,p2p://190.2.146.92:18912/5c7248580004e26e1d521ee9240c6230.ts
ELTA體育3 ,p2p://190.2.146.92:18912/5c7249f7000966361d58752a73813a0e.ts
東森綜合 ,p2p://190.2.146.92:18912/5c724877000e7b2d1d529a721b487255.ts
TVBS歡樂 ,p2p://190.2.146.92:18912/5c72488a000a56b71d52e3a07060345e.ts
鳳凰中文HD,P2p://sdgdklwos.finetv.tv:9906/59fd0c6c0006fd67024502e414f10ff3
鳳凰資訊HD,P2p://sdgdklwos.finetv.tv:9906/59fd0c48000e15630244781932ff7852
鳳凰香港HD,P2p://sdgdklwos.finetv.tv:9906/59fd0c19000767ad0243becb40b07246
TVB經典台,P2p://sdgdklwos.finetv.tv:9906/5b2f1fc50006bfe610a020d967055499
TVB無線新聞台,P2p://sdgdklwos.finetv.tv:9906/5a562bec0007bfd761a2998e00b83dd5#P2p://sdgdklwos.finetv.tv:9906/5ad32bdc000b780449ee52022e841cf7
TVB無線財經台,P2p://sdgdklwos.finetv.tv:9906/59fd314f000be93d02d51ae40a3a24e8#P2p://sdgdklwos.finetv.tv:9906/59fd314f000be93d02d51ae40a3a24e8#P2p://sdgdklwos.finetv.tv:9906/5ad32aed000d8fa649eaacf716d70340
TVB星河台,P2p://sdgdklwos.finetv.tv:9906/59fd3f91000c54e4030cccd33c6f6c3c#P2p://sdgdklwos.finetv.tv:9906/59fd3f91000c54e4030cccd33c6f6c3c
HKC電影一台HD,P2p://sdgdklwos.finetv.tv:9906/5a4726e4000667ca26f6a98d6a9d25a7
HKC新聞台HD,P2p://sdgdklwos.finetv.tv:9906/5a3251a3000ddd81d594cba410f708d7#P2p://sdgdklwos.finetv.tv:9906/5a3251a3000ddd81d594cba410f708d7
HKC體育2台HD,P2p://sdgdklwos.finetv.tv:9906/5a142556000de0a75fb6e584062e2de9
HKC財經資訊台HD,P2p://sdgdklwos.finetv.tv:9906/5b062d6d000a4d8670acf35f53803edf
HKC603HD,P2p://sdgdklwos.finetv.tv:9906/5a47271f0008d01726f790b134496406
寰宇新聞台,P2p://sdgdklwos.finetv.tv:9906/59fd2b5e0006d13802bde4340bc41e87
TVB武術台,P2p://sdgdklwos.finetv.tv:9906/5a32174e0001f481d4b0ec8f67f06c2b
衛視卡式台,P2p://sdgdklwos.finetv.tv:9906/5b326356000e27761d60fc701ff36973
天映經典台,P2p://sdgdklwos.finetv.tv:9906/5b2e01c400098d0f0c42edad22c37385
天映頻道HD,P2p://sdgdklwos.finetv.tv:9906/5b2f1ee9000d3e3d109cc71f4b240eb3
衛視中文台HD,P2p://sdgdklwos.finetv.tv:9906/59fd0394000660a0022277050be47b46
衛視電影台HD,P2p://sdgdklwos.finetv.tv:9906/59fd0369000ea5750221d12f32a532b8
衛視閤家歡HD,P2p://sdgdklwos.finetv.tv:9906/59fd14190000e1040262fd2560d91f69
衛視西片台HD,P2p://sdgdklwos.finetv.tv:9906/59fd1475000301e1026465123e2e3650
好萊塢電影HD,P2p://sdgdklwos.finetv.tv:9906/5a141b66000b4be65f90135822b40e43
星衛電影台HD,P2p://sdgdklwos.finetv.tv:9906/59fd086a00072cbb02355b236c4a3fcb
星衛娛樂台HD,P2p://sdgdklwos.finetv.tv:9906/59fd332000050f8702dc318743ba40af
美亞電影台HD,P2p://sdgdklwos.finetv.tv:9906/59fd08470008d4d60234d2d92e65644c
